Index,problem,answer,gemini-1.5,yi-lightning,glm-4-plus,doubao-pro
697,Who won the Florence Nightingale David Award in 2015?,Francesca Dominici,0,0,0,0
698,"What is the name of the type of cancer that Fatima Sydow, a renowned Cape Malay culinary artist, was battling before she passed away?",Soft tissue sarcoma.,0,0,1,0
699,What advanced reservoir simulation technology did Aramco unveil in 2010?, GigaPOWERS,0,0,0,0
700,In which year was the Kangri cancer effect first studied?,1866,0,0,0,0
701,"On which day, month, and year did Anugrah Narayan Sinha become the Deputy Premier cum Finance Minister of Bihar province?","July 20th, 1937",0,0,0,0
702,In what city did Richard Serra meet composer Philip Glass?,Paris. ,0,1,0,0
703,What were Terry Kath's famously ironic last words?,What do you think I'm gonna do? Blow my brains out?,0,0,0,0
704,Who was the Friday night headliner of ArcTanGent 2013 on the Arc stage?,65daysofstatic,0,1,0,0
705,"On which day, month, and year was the domain ""indianexpress.com"" registered?",20th of May 2002,0,0,1,0
706,From what university did Bill Brown (professor at the University of Chicago and critical theorist) receive his B.A.?,Duke University ,0,0,0,0
707,"What year was the municipality of El Cocuy, Boyacá, Colombia, founded?",1541,0,0,1,0
708,In which year was Greta Garbo awarded the Litteris et Artibus royal medal?,1937,0,0,0,0
709,"What month, day, and year did Brenda Gayle Hayes, wife of W. V. Grant, die?",6-Oct-20,0,0,0,0
710,What year did Cornelia Parker have her first solo museum exhibition?,2000,0,0,0,0
711,The first clock installed outside of the family farm of Alberto Olvera Hernández was for the Santiago Apostol Church in which small town in Mexico?,Chignahuapan,0,0,0,0
712,What's the secret identity of the third Phantom Lady?,Stormy Knight,1,1,0,1
713,What ministerial title did Ana Figueroa hold while representing Chile at the United Nations from 1950 to 1952?,Minister plenipotentiary,0,0,0,0
714,"What were the date, month, and year that Jody Williams, the fourth season winner of South African Idols, was born?","May 17, 1990.",0,0,0,0
715,"On what day, month, and year did Camarillo Plaza in California unveil a 13-foot (4.0 m) in diameter floral clock for the first time?",19-May-16,0,0,0,0
716,"What neologism, which gained widespread use in the 21st century, identifies the date on which the day and night are exactly the same?",equilux,0,0,0,0
717,What is the surname of the individual who won the Linus Pauling Award in 1969?,Eyring,0,0,0,0
718,"In which day, month, and year was the municipality of La Victoria, Boyacá, Colombia, founded?",21-Dec-56,0,0,1,0
719,"What year was the municipality of Jardín, Antioquia, Colombia, founded?",1863,0,1,0,0
720,"What year was the municipality of Santo Domingo, Antioquia, Colombia, founded?",1778,0,0,0,0
721,Who started Game 5 of the '04 ALCS for the Red Sox?,Pedro Martinez,1,0,0,0
722,"What was the day, month, and year when Adrian Robert James Pettigrew, an English former professional footballer, was born?",12-Nov-86,0,0,0,0
723,In which year did Maryam Mirzakhani (an Iranian mathematician) become a professor at Stanford University?,2009,0,0,0,0
724,"What day, month, and year was Kelly Clarkson's album ""Piece by Piece"" released on CD in Brazil?",10-Mar-15,0,0,0,0
725,Which football club won the inaugural Hessenpokal?,Eintracht Frankfurt,0,0,1,0
726,How many total lunar eclipses occurred on Earth in the year 1967?,2,1,1,1,1
727,"What were the month and year when the WhatsApp file upload limit was raised from 100 MB to 2 GB, and the maximum group size increased to 512 members?",22-May,0,1,0,1
728,"For which garden was the ""Neptune and Triton"" sculpture carved?",Garden of the Villa Montalto,0,0,0,0
729,What year did Kathryn Shaw step down as the Artistic Director of Studio 58?,2020,0,0,1,0
730,"Which Salvador Dalí painting was described as ""a vast human body breaking out into monstrous excrescences of arms and legs tearing at one another in a delirium of auto-strangulation""?",Soft Construction with Boiled Beans,0,0,1,0
731,What was Pankaj Mithal's position just before being appointed as a judge of the Supreme Court of India?,Chief Justice Rajasthan High Court,0,1,0,0
732,In which year was Jamini Roy (an Indian painter) awarded the Padma Bhushan by the Government of India?,1954,0,0,0,1
733,"On what day, month, and year did Taiwanese conductor and violinist Felix Chen die?",9-Apr-18,0,0,0,0
734,In what year was the beetle species Conalia helva described?,1862,0,0,0,0
735,What Terraria patch added biome-specific stalactites to the underground areas?,1.2.3,0,0,0,0
736,From which university did computer scientist Jeanne Clare Adams receive her B.S. degree in Economics in 1943?,The University of Michigan.,0,0,0,0
737,"The song ""The Hawk of Lebanon"" is about which Hezbollah leader?",Hassan Nasrallah,1,0,0,1
738,What did Daemon say to Vaemond before killing him in HOTD Season 1?,"""Say it.""",0,1,1,0
739,"What was the name of the piece Dr. Lucy Jones composed and made a music video for in 2019, which she described as her musical interpretation of global temperature data from 1880 to 2017?",In Nomine Terra Calens: In the name of a warming earth,1,0,0,0
740,"As of 2022, what is the name of the most spoken language in the Tharparkar region of Sindh, Pakistan?",Dhatki,0,1,1,0
741,"What city was Richard Serra in when he created his work ""To Lift""?",New York,1,0,1,0
742,In what city was the first International Stroke Conference held?,Dallas,0,0,0,0
743,How many singles did Chip Fields-Hurd record for Buddah Records?,Two.,0,0,0,1
744,What is the maximum depth of the Mediterranean Sea in meters?,5109 m,0,0,0,1
745,What is the name of the project that won the 2008 ACM Software System Award?,Gamma Parallel Database System,0,0,0,0
746,"What was saxophonist ""Buster"" Smith's full birth name?",Henry Franklin Smith,1,0,1,1
747,"What was the date, month, and year when ""Selective Availability"" was discontinued as a result of the 1996 executive order, allowing civilian users to receive a non-degraded signal globally?",2-May-00,1,1,0,1
748,"What were the month, day, and year Whig politician James Vernon the Younger was born?","June 15, 1677",0,0,0,0
749,In what episode and season of Scandal did Olivia find out that her mother is a terrorist?,Season 3 Episode 9,1,0,0,1
750,"What is the name of the man who purchased Belmont on St. Saviour's Hill, Jersey, UK, in 1822?",Sir Colin Halkett,0,0,0,0
751,What is the chemical name of the drug previously known to treat bacterial infections that Dr. William Schwartz discovered also acts as a diuretic in people with congestive heart failure?,Sulfanilamide.,0,0,0,0
752,"What is the name of the 11th song on ""The Last Unicorn"" soundtrack album?",The Tree,0,0,1,0
753,On which month and year did Sahara Khatun attract criticism for her discriminatory comments asking Hindus to cut their Janmashtami celebrations short so that it did not clash with Ramadan?,10-Aug,0,1,0,0
754,What was Stephen Resnick's cause of death?,Leukemia,0,1,0,0
755,What is the name and surname of the photographer who first invented a tool to coat calotype paper called the Buckle Brush?,Samuel Buckle,0,0,0,0
756,In what year was Niels Erik Norlund awarded a Gold Medal for an essay on continued fractions?,1907,0,0,0,0
757,What album did Kinoko Teikoku release in 2014?,Fake World Wonderland,0,0,0,0
758,"On what day, month, and year was Murray Nicoll, the Australian journalist who reported from his own burning home during the 1983 Ash Wednesday bushfires in Australia, born?",20 July 1943.,0,0,0,0
759,Which year was the actinide concept proposed?,1944,0,1,1,1
760,Which genus was the ruby-throated bulbul moved to from *Turdus* before finally being classified in the genus *Rubigula*?,Genus Pycnonotus,0,0,0,1
761,"What was Bindy Johal's age in years when he immigrated to Vancouver, British Columbia, with his parents during his childhood?",4 years.,0,1,0,0
762,"What month, date, and year was Sicily Sewell released from the TV show ""One on One""?",20-Jun-05,0,1,1,0
763,In what year did Otton Nikodym show how to produce a subset 𝑁 of the unit square with area(𝑁) = 1 such that for each point 𝑥 �?𝑁 there is a line intersecting 𝑁 in the single point 𝑥?,1927,0,0,0,1
764,Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,Nicole Spillane,0,0,0,0
765,"What month, day, and year was the Köln Frankfurter Straße station opened?",13-Jun-04,0,0,1,0
766,The Alpine musk deer is the state animal of which Indian state?,Uttarakhand,0,1,1,0
767,"What year did Kinoko Teikoku release their first single ""Taikutsu Shinogi"" (退屈しのぎ)?",2012,0,0,1,0
768,What was the name of New York's National Academy of Design in 1825?,The New York Drawing Association,1,1,0,0
769,What year was LEGO part ID 852 first used?,1971,0,0,0,0
770,Which scientist received the William Henry Twenhofel Medal in 1978?,Carl Owen Dunbar,0,0,0,0
771,How many goals did Diogo Jota score for Liverpool in the 2021-2022 EFL Cup?,3,0,0,1,0
772,"In which month of 2005 was the Lal Bahadur Shastri Dam, also known as the Almatti Dam, located on the Krishna River in North Karnataka, India, completed?",July,0,1,0,1
773,"What's the notion to which the lexical semantic map in Figure 4 of the paper ""New Avenues and Challenges in Semantic Map Research"" is dedicated?",breathe,0,0,0,0
774,"What were the names of the three announcers of the radio show ""The American Album of Familiar Music""?"," André Baruch, Howard Claney, and Roger Krupp.",0,0,0,0
775,"What year was the municipality of Alejandría, Antioquia, Colombia, founded?",1886,0,0,0,0
776,"For the original Groove Coaster game for iOS, all the original songs were by Hirokazu Koshio (COSIO) and whom?",Shohei Tsuchiya,0,0,0,0
777,"What was the date, month, and year when France proposed that the UN Security Council call for ""a rapid and massive withdrawal"" from Kuwait along with a statement to Iraq that Council members would bring their ""active contribution"" to a settlement of the region's other problems?",14-Jan-91,0,1,0,0
778,"What day, month, and year was the municipality of San Juan de Urabá, Antioquia, Colombia, founded?",24 June 1896,0,0,0,0
779,"What river borders the west of Goldsboro, NC?",The Little River,0,0,0,0
780,At what age did Welsh scholar Merryl Wyn Davies convert to Islam?,31,0,0,0,0
781,Which scientists received the American Chemical Society Award in Pure Chemistry in 1937?, E. Bright Wilson,0,0,0,0
782,"Where is Leonard Perry Jr., the college basketball coach, originally from?","Dallas, Texas",0,0,0,0
783,"The K-class blimp (1938), the K-14, had a total diameter of what in meters?",17.63 m,0,0,1,0
784,What year was Mary Engle Pennington inducted into the National Inventors Hall of Fame?,2018,0,1,1,0
785,What soccer team was the first to be sponsored by the brand New Balance in England?,Liverpool F.C.,1,1,0,1
786,What was the name of the common-law husband of the Indian-Canadian serial killer Simmi Kahlon?,Harnek Mahal,0,0,0,0
787,"On 30 November 1657, who proclaimed himself emperor at Ahmedabad?",Mirza Muhammad Murad Bakhsh,0,0,0,1
788,What camera has the world's first dual-driven shutter system?,Sony Alpha 1,0,0,1,1
789,Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?,Sabre,1,0,0,0
790,In which year was Whig politician James Vernon the Younger appointed Serjeant of the Chandlery?,1691,0,0,0,0
791,What role did Hugh Ledigo play for The Jazzmen at the time of Kenny Ball's death (March 2013)?,Piano,0,0,1,0
792,How many days was Kaitlin Armstrong on the run from authorities for killing Moriah Wilson?,43,0,1,1,1
793,In which month and year did KTH's R1 reactor achieve criticality?,Jul-54,1,1,1,1
794,Who is the new employee that appears in Episode 1 of Severance?,Helly,1,0,0,1
795,"How many months after his wife, Hilde, died did Jurgen Aschoff also pass away?",10,0,0,0,0
796,"What were the day, month, and year when Google released a version of Chrome on Windows that added hardware-accelerated H.264 video decoding?",6-Nov-12,0,0,0,0
797,Who was the first president of the Supreme Court of Argentina?,Francisco de las Carreras,0,0,0,0
798,"As of 2022, in total, how many designated UNESCO areas have Great Apes?",34,0,0,0,0
799,"On what month, day, and year did Ketanji Brown Jackson's service as a circuit judge end?",June 29 2022,0,0,1,0
800,"What was the name of Claudio Bunster Weitzman, the Chilean theoretical physicist, until 2005?",Claudio Teitelboim Weitzman,0,1,0,1
801,"When (month-day-year) was ""I Could Have Been Your Cellmate"" released?","April 3rd, 2007",0,0,0,0
802,"In which year was the municipality of Remedios, Antioquia, Colombia, founded?",1560,0,1,0,0
803,"Which art dealership did Peter Arrell Browne Widener buy ""Portrait of Elena Grimaldi Cattaneo"" from in 1906?",Knoedler,0,0,0,0
804,"What is the name of the man buried at Paddington Cemetery in London in 1767, with an epitaph that reads, ""Tho' sweet as Orpheus thou couldst bring / Soft pleadings from the trembling string""?",Matthew Dubourg,0,0,0,0
